Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
12,17,0,0,15,36,-20,36,-20,9,1
12,12,0,0,-5,-1,-30,9,15,10,1
17,9,0,0,10,40,25,0,25,-10,2
12,12,0,0,0,35,-55,45,-10,0,2
12,8,0,0,0,0,-80,30,-70,80,2
5,12,0,0,-22,15,-15,-35,35,-15,2
3,1,0,0,-50,-117,-100,-38,-70,-6,2
12,12,0,1,47,95,-100,-5,-110,-32,2
7,7,0,0,115,45,4,55,-1,30,1
12,12,0,0,31,-50,8,-3,0,-59,2
2,12,0,0,40,30,-50,20,-50,75,1
12,12,0,0,2,85,-10,-95,-30,28,1
12,12,0,0,17,3,8,22,22,3,1
18,12,0,0,-35,-40,7,26,24,8,1
12,12,0,1,-15,-15,15,-20,-35,-20,2
12,12,1,0,41,55,-25,54,50,70,1
4,12,0,0,29,-42,-42,-15,-35,-50,2
7,12,0,0,21,58,27,0,10,35,1
12,7,0,0,3,1,-11,-14,-6,25,1
12,12,0,0,5,-5,10,-23,-17,-45,2
12,12,1,0,56,42,56,42,56,39,1
5,10,0,0,13,22,-5,21,-5,34,1
12,12,0,0,10,-25,5,0,-5,-10,2
10,18,0,0,65,70,-10,-5,35,25,1
7,18,0,0,10,-32,-55,-28,-20,-20,2
12,12,0,0,32,15,-4,50,40,57,1
12,12,0,0,1,70,15,-33,-25,-18,2
12,12,1,0,5,25,50,80,70,45,1
12,12,0,0,20,5,34,25,24,7,1
12,12,1,0,20,68,62,5,10,5,1
12,12,0,0,-20,20,50,-60,-15,15,1
12,12,0,0,16,-37,16,45,25,5,1
7,6,0,1,-10,-70,-66,-90,-76,-20,2
9,8,0,1,-20,-60,-10,-90,-60,-20,2
7,12,0,1,-20,0,-70,0,-70,8,1
7,12,0,0,-41,-13,-8,-22,-7,16,1
10,12,0,0,50,18,13,-9,-14,-25,2
12,16,0,0,-14,-23,-84,-23,-16,28,1
12,12,0,0,5,-45,-27,-5,50,12,1
2,12,0,0,3,30,48,50,22,-16,2
12,15,0,1,-20,-5,-11,-70,-41,-33,2
4,12,0,0,25,-65,-42,-60,-65,-78,2
12,12,0,0,-10,-25,5,0,40,25,1
12,12,0,0,-30,-10,15,-75,-35,-100,2
12,12,0,0,28,-9,25,26,50,35,1
12,8,0,0,23,45,-15,-10,-12,-6,2
12,7,0,0,-16,-12,-61,-24,9,-23,2
12,15,0,0,-5,0,-15,-30,-55,-35,2
1,9,0,0,5,39,38,52,48,-7,2
10,12,0,0,0,50,10,-5,10,-30,2
12,10,1,0,45,5,-25,105,95,55,1
7,12,0,0,-24,-38,-5,-18,-5,-36,2
12,12,0,0,15,-48,18,20,20,10,1
12,7,0,0,-30,-62,-38,-45,-45,-15,2
14,12,0,0,-10,5,37,0,17,-18,2
12,1,0,0,-33,-76,-12,-10,-14,-9,2
12,10,1,0,-45,-15,75,5,95,55,1
10,12,0,0,50,28,3,-4,-9,-80,2
16,17,0,0,41,46,-1,1,-61,20,1
12,12,0,0,-190,85,65,25,15,-10,1
14,12,0,0,9,15,37,48,33,-2,2
7,7,0,1,0,-53,-25,-44,21,-57,2
10,12,0,0,50,45,55,25,35,-10,2
7,12,0,0,-115,-15,15,-15,15,43,1
4,16,0,0,0,-30,-80,-60,-40,-10,2
12,12,0,0,1,-13,15,-15,-5,47,1
7,16,0,0,-45,-45,-78,40,-3,51,2
12,7,0,0,-55,-88,-25,13,-25,-50,2
14,12,0,0,-5,35,-45,-10,-65,-10,2
12,12,0,0,40,10,-5,80,55,40,1
12,6,0,0,4,48,-10,-7,-10,51,1
7,9,0,0,-19,-24,-42,-4,-52,71,1
7,12,0,0,30,5,35,0,20,70,1
8,12,0,0,-16,-24,-13,-63,-13,-66,2
12,17,0,0,45,-40,-5,20,25,-20,2
10,12,0,0,15,-15,7,45,25,18,1
11,7,0,0,30,102,75,96,49,-20,1
12,12,0,0,53,-20,-9,50,41,40,1
18,18,0,0,-32,-75,-83,-4,-34,-3,2
12,12,1,0,-4,-21,57,29,157,2,1
5,9,0,0,37,55,27,-10,35,47,1
12,11,0,0,15,-18,-52,-32,-32,-1,2
16,12,0,0,-140,37,42,7,-18,-3,2
7,12,0,1,-14,-50,-25,-50,-35,-16,2
14,12,0,0,-5,-5,6,0,6,-15,2
12,7,0,0,-30,43,45,-55,60,-19,2
12,9,0,0,35,0,13,0,1,62,2
12,7,0,0,0,-35,-2,0,33,4,1
1,8,0,0,0,32,-105,-5,-105,14,1
10,6,1,0,53,15,66,31,40,35,1
12,9,0,0,0,-27,-52,15,40,13,1
7,12,0,0,-20,-5,-25,-74,-45,-47,2
7,12,0,0,15,32,23,-30,-30,-12,2
12,12,0,0,-11,-32,6,-52,6,14,1
9,10,0,0,45,5,-15,55,55,65,1
7,17,0,0,15,10,0,-65,-10,10,1
18,7,0,0,-38,-83,-18,-31,-39,-100,2
3,10,1,0,15,94,43,70,23,12,2
16,7,0,0,-49,-3,2,-37,-52,4,1
14,10,0,1,-38,-35,-61,9,-20,-5,2
12,6,0,1,-29,-85,-75,-40,5,-11,2
12,12,0,0,25,17,26,57,72,41,1
3,12,0,0,45,-2,-32,-14,31,7,1
7,12,0,1,-25,-13,-27,-63,-77,8,1
12,12,0,0,-17,-58,-12,-3,-12,-27,2
12,14,0,0,-5,-15,-25,-5,-5,-45,2
4,12,0,0,-40,-25,5,-45,-25,-45,2
12,10,0,0,-40,-60,-20,-5,-10,80,1
12,12,0,0,-26,-23,-55,-11,-18,3,1
12,9,0,0,-15,-29,-45,26,-55,-16,2
3,12,0,0,-10,-77,-42,-49,-24,17,1
15,12,0,0,-56,15,20,-37,25,46,1
11,12,1,0,50,40,35,145,65,60,1
12,11,0,0,25,0,-113,40,50,13,1
11,12,1,0,67,70,-55,75,-5,65,1
7,12,1,1,0,0,25,-20,25,-30,2
7,10,1,0,-10,0,10,65,25,40,1
12,12,0,0,15,0,-15,5,-15,-35,2
15,1,0,0,32,-45,25,10,25,-25,2
12,4,0,0,1,23,-23,13,-13,0,2
12,12,0,0,-22,-38,1,-15,-11,-24,2
14,2,0,0,-15,0,-55,-27,-93,-4,2
11,7,0,0,67,25,25,35,45,-11,2
11,12,0,1,-76,-66,12,-26,9,-13,2
2,12,1,0,-5,-20,65,120,45,-5,2
11,12,0,0,16,-25,-15,-3,-7,-24,2
7,12,0,0,28,65,24,36,20,75,1
7,7,0,0,-72,4,34,19,31,20,1
11,2,0,0,52,-45,-31,-45,10,-40,2
4,12,0,0,55,-12,78,8,78,2,1
12,12,1,0,-10,65,-19,90,-19,73,1
15,15,0,0,-15,-85,-95,20,5,25,1
7,10,0,0,-55,-64,-65,-40,-50,0,2
7,14,0,0,21,-14,36,31,11,40,1
12,12,0,0,-31,-32,13,15,-30,-5,2
12,12,0,0,13,14,-5,18,20,40,1
7,12,0,0,25,110,85,25,50,15,1
7,12,0,0,-23,-10,-40,-17,-33,-53,2
14,12,0,0,84,-20,-20,60,55,-20,2
12,14,0,0,25,-8,-44,33,-4,38,1
6,12,1,0,50,127,98,92,27,46,1
16,14,0,0,40,28,67,-35,-15,-5,2
9,12,0,0,-65,-7,-30,-25,-50,-43,2
7,10,0,0,-58,-75,-45,-44,-55,-59,1
12,12,0,0,50,100,15,-35,10,60,1
12,12,0,0,16,-37,-21,-3,-7,-43,2
7,12,0,0,30,70,-36,-40,60,21,1
12,12,1,0,10,-10,125,35,115,20,1
2,7,1,0,30,50,50,50,70,35,1
12,12,0,0,115,22,-19,45,-10,29,1
15,7,0,0,-33,-20,0,-10,5,-11,2
7,9,0,0,16,5,-5,52,-8,16,1
5,12,0,0,-10,-5,15,70,15,5,1
7,12,0,0,20,50,16,10,26,73,1
12,14,0,0,50,80,45,50,10,40,1
12,12,0,0,11,-6,67,-11,87,17,1
12,18,0,0,-9,-20,5,0,-5,-1,2
14,4,0,0,10,20,14,-40,-51,-3,2
10,11,0,0,15,-10,15,25,-5,-65,2
12,12,0,0,10,-11,46,15,75,-25,2
14,12,0,0,16,101,-16,-34,19,79,1
3,7,0,0,42,9,29,4,44,-82,1
12,12,1,0,30,65,28,20,28,25,1
12,12,0,0,-22,-10,65,20,20,10,1
15,12,1,0,65,40,56,60,46,45,1
18,9,0,0,-9,-1,37,61,52,45,1
4,12,0,0,47,18,42,46,32,41,1
4,12,0,0,15,25,41,15,1,-5,2
7,12,0,0,26,66,4,41,-6,9,1
7,7,1,1,15,60,5,25,0,-5,2
4,12,0,0,-53,-80,-12,-77,-31,-28,2
12,7,0,0,-10,40,10,-15,-80,-35,2
10,12,0,0,-35,-11,-10,25,-10,-39,2
14,2,0,0,-40,-45,-30,-72,-55,-88,2
14,12,0,0,40,10,-20,20,0,40,1
12,15,0,0,-10,-10,-40,-15,-20,-20,2
9,1,0,0,-40,-74,-60,-55,-50,14,1
12,12,0,1,10,-10,-100,15,-75,-5,2
12,14,0,0,-5,15,5,0,-50,20,1
7,17,0,0,-19,-6,52,-71,-31,10,1
12,11,0,0,11,22,15,5,-25,-48,2
10,9,0,0,25,2,-29,11,-25,-4,2
12,16,0,0,35,40,0,5,15,-15,2
6,2,0,0,2,-34,13,100,45,32,1
12,12,0,0,-35,-10,-20,45,0,-10,2
12,12,0,0,20,30,-75,10,-75,30,1
12,14,0,0,31,15,25,10,10,30,1
12,12,0,0,31,12,-3,-11,14,-61,2
5,12,0,0,-25,12,-10,12,-55,-12,2
7,12,0,0,-23,-9,-18,-34,-25,3,1
7,6,0,1,-37,-120,-105,-100,-40,-19,2
12,12,0,0,-25,0,-40,41,-23,27,1
15,10,0,0,10,5,-10,90,70,80,1
12,12,0,0,130,55,15,-30,-25,-45,1
12,12,0,0,17,15,-14,10,21,-55,1
12,4,0,0,8,82,25,-65,-45,17,1
10,12,0,0,-15,-20,15,-25,20,-65,2
12,12,1,0,46,20,48,30,48,74,1
12,14,1,0,5,60,10,35,-5,25,1
12,14,0,0,-25,-34,-29,-55,-10,35,2
17,1,0,0,-12,-40,78,-28,79,-82,2
12,15,0,0,-54,-11,-65,-50,-30,20,1
7,15,0,1,0,5,-15,-90,-25,40,1
10,7,0,0,-10,42,37,-1,-11,6,2
12,17,0,0,-7,-12,-69,-8,-68,23,1
12,12,0,0,-15,-25,0,-20,-45,-15,2
12,8,0,0,-12,-49,-87,-53,-79,37,2
12,2,0,0,-20,-10,35,-80,-40,-25,2
7,7,0,0,17,-54,35,29,35,27,1
14,4,0,0,22,15,35,-15,35,15,1
5,11,0,1,-61,-92,-48,-42,-38,-14,2
12,12,0,0,10,49,12,22,27,28,1
7,12,0,0,45,-18,-14,31,41,39,1
12,12,0,0,20,27,12,30,30,41,1
12,15,0,0,0,-20,10,20,10,5,1
12,7,0,0,-5,13,-37,-27,-57,24,1
12,14,1,0,85,80,55,-10,40,20,1
15,7,0,0,0,-105,-85,50,5,-10,2
10,12,0,0,15,45,120,5,15,-15,2
12,7,0,1,55,-40,-25,-85,20,-65,2
1,7,0,1,-20,40,-20,-15,-20,15,1
12,12,1,0,-15,-17,16,6,54,22,1
17,2,0,0,-12,24,-31,71,11,41,1
13,8,0,0,-15,-36,-17,26,-7,35,2
12,12,0,0,96,97,48,12,9,3,1
11,1,0,0,27,-28,-10,2,30,5,1
15,17,0,0,80,-5,35,45,50,10,1
7,12,0,0,-50,-85,-15,20,5,-60,2
15,16,0,0,-10,-25,-30,5,35,0,2
7,12,1,0,41,51,5,26,3,39,1
12,12,0,0,26,31,24,10,15,59,1
8,7,0,0,24,-11,5,0,15,-40,2
15,12,0,0,35,15,50,65,45,0,2
12,11,0,0,-30,-85,-125,-70,-25,10,1
12,14,1,0,5,155,-30,155,-5,115,1
12,7,0,0,-6,-20,3,-32,23,-56,2
11,7,0,0,-30,-3,-10,-12,10,45,1
12,12,0,0,-45,-45,-16,-26,-32,-7,2
9,1,0,0,-17,-32,23,-53,9,-80,2
7,17,0,0,1,-62,-15,-17,-15,-2,2
6,12,0,0,20,10,50,80,50,15,1
12,12,0,0,4,-2,46,-12,-54,-1,2
15,18,0,0,30,-40,-10,5,0,-15,2
4,14,0,0,-15,-45,75,-5,95,-35,2
4,5,0,0,-32,-60,-35,-40,-25,-15,2
7,12,0,0,-10,-20,-15,-10,-15,25,1
6,12,0,0,-29,-38,-13,-30,-8,8,1
17,7,0,0,39,9,86,19,81,-55,1
12,12,1,0,-21,45,0,60,15,66,1
9,12,0,0,-14,-40,-22,-50,-22,29,1
7,15,0,0,16,21,21,21,-29,25,1
5,7,0,0,2,44,4,-34,26,-41,2
9,12,0,0,-19,-62,5,-43,-3,-23,2
15,13,0,0,-22,0,28,-74,-34,-79,2
12,12,0,1,-14,35,-10,-10,-20,4,1
12,8,0,0,0,-15,-5,-25,-15,-40,2
7,1,0,0,25,25,90,25,50,25,1
4,12,0,0,37,-25,-41,-5,-36,-80,2
12,12,0,0,-25,-35,-57,20,-5,-65,2
1,12,0,0,0,61,27,22,17,6,1
12,8,0,0,-4,-18,-35,-25,-25,0,2
12,15,0,0,15,10,10,135,25,95,1
7,12,0,0,0,30,30,20,45,70,1
12,12,0,0,17,30,14,-19,-2,-12,2
2,12,1,0,25,60,-10,20,25,35,1
7,12,1,0,48,40,-15,-5,49,80,1
7,16,1,0,16,-23,-33,12,60,53,2
12,16,0,0,-20,0,-26,35,49,55,2
14,15,0,1,-40,-35,-30,-15,-25,-60,2
12,14,0,0,35,10,60,20,75,20,1
12,14,0,0,-45,-35,-30,-40,-35,35,2
12,14,0,0,5,6,-1,-56,-24,20,1
12,18,0,0,7,-2,5,81,29,10,1
7,12,0,0,-10,10,-20,13,-28,-20,2
12,14,0,0,35,20,55,50,60,20,1
18,10,0,0,-40,-4,20,-10,-25,4,1
12,10,0,0,75,40,-65,50,50,-20,2
10,7,0,0,-40,-40,35,-65,-35,-65,2
12,7,0,0,20,-15,-20,-5,-5,5,1
15,12,0,0,50,45,140,25,30,10,1
9,12,0,0,22,10,57,8,40,49,1
17,12,0,0,25,25,80,110,60,40,1
4,1,0,0,-30,-93,20,-58,10,-29,2
17,8,0,0,10,-80,65,-20,40,0,2
12,12,0,0,60,46,15,-9,15,45,1
14,12,0,0,-20,-25,-30,-20,-35,5,1
12,3,0,0,-59,54,-31,-46,11,55,1
7,12,0,0,16,52,32,-14,32,32,1
12,10,1,0,5,-15,5,20,15,20,1
12,12,0,0,-15,-40,-80,-10,-15,-55,2
16,12,0,0,15,5,90,-5,0,-25,2
9,12,0,0,40,61,11,16,17,11,1
10,12,0,0,-3,31,57,-35,-20,-45,1
1,5,0,0,0,-48,-35,-15,-15,4,1
12,15,0,0,30,15,75,-55,35,-30,2
12,12,0,0,0,-30,0,35,0,-40,2
12,1,0,0,8,-56,8,-1,20,-5,2
12,12,0,1,-10,25,-20,35,-120,85,1
12,4,0,0,-35,20,50,135,75,135,1
10,7,0,0,68,80,50,10,40,32,2
16,7,0,0,-75,-115,151,-50,130,-76,2
7,12,0,0,-35,-20,-25,-75,-55,55,1
12,16,0,0,-20,-35,-55,55,45,70,2
10,12,0,0,6,2,-33,40,20,20,1
12,15,0,0,-42,-54,-49,-7,4,-31,2
12,12,1,0,-25,25,25,25,-40,65,1
12,4,0,0,17,20,15,-20,10,5,1
14,9,0,0,69,32,0,45,20,-12,2
12,12,0,0,-10,47,25,15,5,-12,2
7,12,0,0,42,-47,-10,78,55,47,1
12,12,1,0,-30,-15,-25,70,5,70,1
12,10,0,0,27,-45,-55,-40,0,-97,2
12,16,0,0,25,55,-40,0,25,70,1
12,12,0,0,5,62,85,17,-25,53,1
5,4,0,0,26,-1,-54,49,-24,58,1
17,7,0,0,-21,-25,21,-71,16,-85,2
4,12,0,0,-30,-60,-10,-20,-10,-5,2
12,11,1,0,60,58,70,58,60,80,1
12,7,0,0,-10,38,-3,8,-3,7,1
12,2,0,0,-2,-39,-19,14,41,9,1
12,11,0,0,10,-38,35,38,15,-45,2
12,14,0,0,-15,-17,-23,10,-5,50,1
12,12,0,0,1,42,25,10,10,37,1
12,14,0,0,95,25,0,0,45,-25,1
12,9,0,0,15,38,13,58,13,26,1
7,10,0,0,-5,-44,0,15,70,19,1
2,10,0,0,-50,-40,-40,-35,-40,10,1
12,11,0,1,-35,-75,-15,-70,-15,-65,2
12,12,0,0,10,35,35,20,50,20,1
12,12,0,0,-2,-29,-20,48,0,39,1
12,7,0,0,-5,-5,-4,0,-40,-36,2
11,8,0,0,31,22,-45,87,56,-5,2
12,15,0,0,-27,-44,-76,-17,-56,27,1
12,0,0,0,20,-45,5,-30,-10,55,1
9,4,0,0,19,23,40,0,40,-58,2
15,12,0,0,-5,-36,-4,6,-51,-65,2
12,12,0,0,4,-22,-15,55,25,38,1
14,12,0,1,-25,-50,-35,-55,-40,-75,2
7,7,0,0,5,10,-18,10,-18,-12,2
12,3,0,0,-47,-18,-18,-22,-42,17,1
12,15,0,0,25,64,50,54,20,-8,2
4,9,0,0,-17,-15,-57,107,60,46,1
16,7,0,0,-8,34,53,9,-5,-33,1
12,12,0,0,-30,40,-25,-5,-70,-45,2
2,12,0,0,-30,-30,-40,-65,-35,-35,2
12,1,0,0,12,32,20,84,54,9,1
12,5,0,1,-21,-55,30,-94,-20,-105,2
14,11,0,0,25,-13,28,65,25,-35,2
12,7,0,1,-9,-53,-25,-40,0,-23,2
12,4,0,0,18,22,33,24,28,-41,2
7,12,1,0,80,130,75,45,35,5,1
7,12,0,0,20,9,-5,29,-15,-24,2
16,12,0,0,15,-15,45,30,45,-25,2
14,6,0,0,5,10,33,-18,30,-35,2
12,12,0,0,38,60,27,50,30,50,1
15,13,0,0,-2,20,33,-9,-9,6,1
7,12,0,0,-5,-20,-30,-10,0,10,1
7,7,0,0,10,-5,-10,15,35,35,1
12,10,0,0,-3,-25,0,0,-5,8,1
15,12,0,0,-30,-30,-15,-30,0,-15,2
12,12,0,0,41,65,78,18,23,-35,2
12,7,0,0,10,-10,32,9,31,-5,2
2,12,0,0,8,65,46,75,30,30,1
9,7,0,0,0,40,72,13,10,19,1
12,12,0,0,1,-8,30,-29,13,-48,2
1,7,0,0,35,85,0,60,-15,45,1
12,14,0,0,-35,-25,-15,-65,-30,-20,2
15,16,0,0,0,-13,-53,83,63,35,1
12,9,0,0,0,-10,-40,-30,-35,38,1
11,7,0,1,41,-60,-10,-20,15,-31,2
12,9,0,0,41,14,35,-4,15,54,2
12,1,1,0,-22,85,-47,77,-51,28,1
12,1,0,0,0,-7,55,0,0,-50,2
7,4,0,0,-58,-40,-76,-20,-6,0,2
7,12,0,0,-10,-30,20,-20,35,10,1
12,12,0,0,25,30,50,40,60,63,1
6,15,0,1,-35,-70,-70,-80,-70,-45,2
12,12,0,0,24,8,-9,43,16,79,1
12,3,0,0,-65,-18,-8,-1,9,28,1
12,12,0,0,-2,32,-4,-13,-10,-28,2
12,14,0,0,0,-30,10,-35,5,10,1
12,7,0,0,-26,-12,17,-34,21,-47,2
1,12,1,0,-20,60,-65,60,80,30,1
6,12,0,0,5,0,35,60,35,50,1
12,12,0,0,28,-18,10,13,15,-17,2
3,7,0,0,60,-7,13,1,31,-28,2
12,7,0,0,34,80,42,50,-8,-9,2
12,7,0,0,25,25,5,-11,5,-8,2
7,12,0,0,50,-25,50,-35,15,-30,2
1,7,0,0,10,65,29,0,50,-49,2
12,8,0,0,5,-20,-30,-2,-20,-5,2
15,12,0,0,20,0,-25,10,-10,50,1
5,7,0,0,20,75,45,-20,45,-25,2
7,10,0,0,25,25,9,-45,25,41,1
12,4,0,0,-2,-30,-46,55,8,45,1
12,12,0,0,-5,6,-17,-8,-29,-40,2
10,10,0,0,33,45,-105,25,20,72,1
17,14,0,0,40,105,81,35,61,18,1
12,12,0,0,11,36,20,51,30,23,1
6,12,0,0,-15,35,-25,50,5,65,1
12,5,0,0,7,-45,30,25,-15,-30,2
12,12,0,0,25,-6,-12,-6,-12,-5,2
5,7,0,0,23,115,52,25,77,48,1
12,12,0,0,-27,-50,-30,-48,-45,-5,2
12,12,0,0,1,28,-11,18,-21,-36,2
12,1,1,0,50,28,65,65,65,35,1
12,1,0,0,8,-31,18,-6,25,45,1
12,7,0,0,-7,5,-35,-58,-35,-52,2
9,8,0,0,84,20,31,35,52,16,1
12,12,0,0,-4,-21,7,-26,-8,-23,2
16,13,0,0,-7,0,33,-44,-9,-74,2
8,10,0,0,-41,-40,40,-50,-61,-35,2
12,12,0,0,-35,-10,35,-23,-15,-25,2
12,12,0,0,-35,-40,-30,-40,-50,0,2
12,12,0,0,-35,-62,-18,-47,-17,-6,2
7,12,0,0,-118,-25,10,-32,17,0,2
12,12,0,0,-20,-5,-18,17,25,13,1
12,7,1,0,35,65,40,94,39,45,1
12,7,0,1,-75,-105,45,-105,0,-65,2
7,12,0,0,2,25,-11,0,-11,25,1
12,7,0,1,21,-5,55,-35,-30,-51,2
12,17,0,0,-40,-60,0,55,-5,17,2
12,5,0,0,-26,-48,33,-23,13,-51,2
12,15,0,0,-25,-80,-55,-10,-65,-25,2
7,18,0,0,-70,-50,-60,-40,-60,20,1
12,15,1,0,-25,111,-52,66,-80,46,1
5,10,1,0,11,9,-40,17,25,63,1
12,12,0,1,-35,-83,-45,-78,-75,-51,2
7,9,0,0,-15,-30,0,-10,40,0,2
11,10,0,0,-5,-5,-165,-10,-10,95,1
4,7,0,0,20,37,55,22,45,31,1
12,17,0,0,21,60,39,36,-21,85,1
14,12,0,0,-10,-23,-27,-8,7,11,1
12,12,0,0,24,23,48,38,26,89,1
6,5,0,0,7,-35,25,75,-25,35,1
12,12,0,0,30,-8,17,37,62,16,1
12,7,0,0,40,-89,3,-51,3,-47,2
12,5,0,0,-13,25,-5,-10,0,-22,2
12,7,0,0,30,100,50,29,29,5,1
10,10,0,0,50,46,40,40,40,19,1
1,7,0,0,-11,2,63,42,58,-125,2
12,5,0,1,-41,-40,-32,-40,-89,-44,2
11,12,0,0,66,19,12,4,19,10,1
12,17,0,0,5,73,-108,48,-78,75,1
12,12,0,0,-70,35,20,-40,-40,5,1
5,5,0,0,30,-37,-25,10,-5,-15,2
11,12,1,0,65,30,20,110,-20,55,1
7,12,0,1,-76,-66,12,-26,9,-13,2
11,7,0,0,-15,12,5,-2,25,55,1
18,17,0,1,-21,-50,-56,-75,-56,-52,2
12,5,0,0,-35,-23,45,-55,-10,0,2
16,12,0,1,-46,-22,3,-47,-55,-78,2
12,10,0,0,15,-14,-56,14,26,65,1
7,12,0,0,30,82,37,17,47,86,1
7,12,0,0,0,25,1,-7,-8,16,1
2,3,0,0,-59,4,-34,-31,-49,38,1
12,12,0,0,-10,-20,-40,-50,10,-22,2
7,12,0,0,-12,-35,-5,-15,-10,-44,2
12,2,0,0,28,15,55,45,-20,-8,2
12,12,0,0,-8,64,50,-25,-40,-15,2
7,9,0,0,-20,1,-55,-48,-74,34,1
12,15,0,1,-10,10,-20,0,-20,-5,2
12,12,0,0,30,86,-25,41,5,83,1
12,12,0,0,-5,-35,0,-60,-30,0,2
12,15,0,0,15,26,-20,15,10,67,1
2,4,0,1,15,-85,-20,-63,13,-66,2
7,12,0,0,1,0,3,-30,-33,28,1
1,18,1,0,38,108,-7,131,74,30,1
2,12,0,0,-18,-35,-65,15,-15,8,1
18,12,0,0,0,15,15,25,25,-20,2
15,5,0,0,26,7,28,-17,15,18,1
7,7,0,0,16,-20,3,7,0,0,2
5,10,0,0,40,68,50,12,32,93,1
12,12,0,0,-3,10,27,-37,-59,38,1
12,12,0,0,-10,-20,-33,-28,-45,-24,2
14,10,0,0,10,-3,13,40,30,30,1
12,12,0,0,-30,-90,-65,-20,0,-75,2
12,17,0,0,-49,-63,-3,5,-10,-23,2
5,18,1,1,11,-20,9,-40,-18,38,1
12,9,0,0,-35,-40,-52,-13,-15,-39,2
17,14,0,0,14,21,28,21,26,-30,2
4,12,0,0,-13,-22,-23,26,12,11,1
8,10,1,0,-30,-20,-20,80,70,-10,2
12,17,0,1,4,-67,-58,-107,-58,-54,2
12,15,0,0,-5,20,-11,0,-16,0,2
10,7,0,0,-50,-5,-65,10,-50,-45,2
12,1,0,0,-31,-31,-22,-53,-21,-72,2
15,12,0,0,26,52,38,-7,-10,-22,2
12,7,0,0,-1,28,2,28,-54,12,1
12,12,0,0,30,-15,15,0,-20,-30,2
3,7,0,0,-40,12,-45,42,-35,28,1
12,7,0,1,-40,-47,-42,-72,-37,-26,2
12,12,0,0,-60,-30,30,-40,30,-75,2
8,17,0,0,-25,-55,-5,-25,-68,8,1
12,12,0,1,-35,-65,-50,-15,-50,15,1
12,12,0,0,70,55,45,30,45,15,1
7,9,0,0,-35,-43,-50,-39,-49,-22,2
2,9,1,0,84,79,23,59,13,67,1
12,17,0,0,-20,-15,-95,-45,-120,-10,2
10,4,0,0,-9,0,25,-70,-90,-50,2
1,7,0,0,45,124,65,15,15,31,1
17,12,0,0,24,78,65,20,65,-30,1
12,13,0,0,51,42,72,-21,27,30,1
5,12,0,0,5,40,10,45,-20,-22,2
12,17,0,0,65,25,-10,-55,-15,-5,2
12,2,0,0,-14,-46,-66,14,54,-11,2
17,12,0,0,-5,-21,35,70,20,-27,2
4,17,0,0,-24,-25,-46,46,4,50,2
18,14,0,0,15,-20,-15,-35,-20,-5,2
17,7,0,0,-26,44,81,-22,20,-50,1
18,8,0,0,-25,40,40,-10,-40,15,1
14,12,0,0,-20,20,15,80,-15,50,1
8,15,0,0,-7,26,-9,71,-9,68,1
12,12,0,0,-20,-58,-23,-33,-18,-66,2
15,17,0,1,-61,-50,-51,-90,-51,-17,2
9,4,0,0,-23,-12,5,-85,-55,-38,2
12,4,1,0,30,55,-45,55,-45,30,1
12,12,0,0,16,12,-5,55,41,62,1
12,7,0,0,-25,-105,-10,-87,-40,-95,2
12,16,0,0,10,15,-51,20,9,30,1
12,15,0,0,183,-84,-111,-44,-11,17,2
14,6,0,1,-60,-40,-60,-60,-60,-70,2
14,10,0,0,30,20,25,50,90,50,1
12,12,1,0,35,51,135,1,35,5,1
12,9,0,0,0,-13,-50,-10,-40,33,1
12,12,0,0,20,10,60,65,15,50,1
12,2,0,1,-20,-65,-45,-70,-60,-55,2
12,12,0,0,28,5,10,0,10,52,1
12,12,0,0,-95,8,18,8,18,41,1
12,7,0,0,-20,-15,70,10,80,-100,2
14,7,0,0,0,20,30,80,15,60,1
5,12,1,0,-25,35,-13,-17,34,79,1
8,7,0,0,-15,80,-40,80,-55,-20,2
12,7,0,0,15,13,15,20,80,-29,2
12,12,0,0,42,35,46,23,15,12,1
12,12,0,0,15,5,5,-5,5,50,1
12,7,0,0,0,-90,-60,45,5,25,1
5,7,1,0,20,114,14,38,44,35,1
12,0,1,0,35,25,40,45,75,30,1
7,12,0,0,-19,-19,6,76,-24,5,1
12,1,0,1,-50,-104,-25,-145,-95,-8,2
7,17,0,0,-22,-13,-33,-55,-49,24,1
12,16,0,0,20,40,-25,0,-25,80,1
11,1,1,0,55,5,30,55,40,40,1
12,12,0,0,9,34,5,33,-7,-32,2
12,10,0,0,-7,-50,-177,28,18,30,1
7,12,0,0,-7,3,-2,4,2,82,1
12,7,0,0,-1,60,15,-37,-5,-47,2
1,12,0,0,32,40,-3,58,11,92,1
2,7,1,0,80,20,18,20,18,50,1
16,10,0,0,-25,-60,-145,-20,-60,25,2
7,12,0,0,-60,-80,-70,-60,-20,-45,2
10,10,0,0,-25,-25,-15,-10,-20,-10,2
12,12,0,0,-35,-5,-5,-50,-70,0,2
12,5,0,0,-25,-25,-20,15,-70,-23,2
4,7,0,0,-3,7,30,27,25,45,1
12,7,0,1,-41,60,-70,25,-94,5,1
12,12,0,0,-52,0,-40,10,-35,-65,2
15,14,0,0,15,35,25,35,50,45,1
7,12,0,0,16,36,67,-45,5,22,1
